username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
myradgr;2017-12-13 14:49;0;0;"de mensen van #nmbs kunnen er vaak echt niet aan doen dat de trein vertraging heeft... ze kiezen er niet voor dat iemand springt, sneeuwval, een camion tegen de kabels rijdt, er een groep kinderen oversteekt voor de sporen en dat de chauffeur dusdanig in shock is.";;Brugge, België;;#nmbs;"940926759947685888";vertraging AND trein;https://twitter.com/myradgr/status/940926759947685888
iptamenos3;2017-12-13 14:41;0;0;"@NS_online de trein van EHV naar Schiphol (13.17) zou vertraging v 15 minuten hebben. We staan hier nog steeds te wachten. Geen enkele info. Ik zou graag mn vlucht halen..";;Athens;@NS_online;;"940924523637039106";vertraging AND trein;https://twitter.com/iptamenos3/status/940924523637039106
NicoBouton;2017-12-13 14:11;0;0;"Betere dienstverlening: maandagochtend vertraging , maandagnamiddag trein afgeschaft wegens tekort aan personeel... Mooie verbetering... Soit, ik krijg weer compensatie";;Kortrijk, Belgium;;;"940917031871885312";vertraging AND trein;https://twitter.com/NicoBouton/status/940917031871885312
Faerynna;2017-12-13 13:43;0;0;"Gelukkig wel. Veel te laat voor de les (terwijl ik een halfuur vertraging standaard in bereken). En trein ook nog eens gemist.";;Den Haag, Nederland;;;"940910113258393601";vertraging AND trein;https://twitter.com/Faerynna/status/940910113258393601
RemcoRijnbergen;2017-12-13 12:53;0;0;"@NS_online 11.43 had de trein 8 min vertraging op nunspeet naar harderwijk. Hij is er nog niet wat nu?";;Utrecht;@NS_online;;"940897443041955840";vertraging AND trein;https://twitter.com/RemcoRijnbergen/status/940897443041955840
tombalfoort;2017-12-13 12:26;0;0;"Dit is echt een chille OV-app als je gewoon wilt zien hoe laat een trein , tram, bus of metro komt met eventuele vertraging ! https:// itunes.apple.com/nl/app/ovinfo/ id1144468923?mt=8 …";;Volg mij op instagram;;;"940890623288250369";vertraging AND trein;https://twitter.com/tombalfoort/status/940890623288250369
NS_online;2017-12-13 11:52;0;0;"Excuus voor de late reactie Jeroen. Erg vervelend om te lezen dat je door een vertraging je aansluiting hebt gemist. Hopelijk heb je de trein richting Hamburg alsnog kunnen nemen. ^MM";;Utrecht;;;"940882167290359808";vertraging AND trein;https://twitter.com/NS_online/status/940882167290359808
iHendrik96;2017-12-13 11:11;0;0;"Ik wacht in Antwerpen op iemand die uit Groningen komt. Die heeft nu vertraging door de storing tussen Zwolle en Amersfoort. Hoelaat zal zij hier nu aankomen? Ze zit in de trein van 8.18 uur.";;Burum;;;"940871715265110017";vertraging AND trein;https://twitter.com/iHendrik96/status/940871715265110017
JeroenHd;2017-12-13 10:59;0;0;"@NS_online zijn de speakers op traject Zwolle Utrecht kapot? Reisplanner app laat zien dat de stoptrein niet verder rijdt dan Amersfoort maar het enige dat de speakers op station Nunspeet genoemd hebben was dat de trein een kwartier vertraging had... een kwartier geleden...";;The Netherlands;@NS_online;;"940868773485170690";vertraging AND trein;https://twitter.com/JeroenHd/status/940868773485170690
r_laroy;2017-12-13 10:44;0;1;"al paar keer gemerkt dat vertraging er pas opkomt als trein op een perron toekomt. vertraging op basis van realtime positie van treinen zou veel logischer zijn...";;Gent, Belgium;;;"940865067578511360";vertraging AND trein;https://twitter.com/r_laroy/status/940865067578511360
JayThumper;2017-12-13 10:43;0;1;"@Testaankoop Die trein loopt dan zelf 7min vertraging op. Sorry @NMBS , maar een trein hoort op tijd te rijden. #kwaad #onbegrip #nmbs #testaankoop pic.twitter.com/WuMaTZgvtQ";;Antwerp;@Testaankoop @NMBS;#kwaad #onbegrip #nmbs #testaankoop;"940864868089032705";vertraging AND trein;https://twitter.com/JayThumper/status/940864868089032705
iHendrik96;2017-12-13 10:39;0;0;"@NS_online Wat zijn de verwachtingen mbt de intercity tussen Groningen en Rotterdam? Komt de trein later aan in Rotterdam of kan deze vertraging nog ingehaald worden?";;Burum;@NS_online;;"940863856036995072";vertraging AND trein;https://twitter.com/iHendrik96/status/940863856036995072
bbtbg;2017-12-13 10:36;0;1;"20 min vertraging hebben met de trein , aankomen op school en dan horen dat er geen les is fml";;Ostend, Belgium;;;"940863054086131713";vertraging AND trein;https://twitter.com/bbtbg/status/940863054086131713
VerkeerGent;2017-12-13 10:33;0;0;"De trein van: Gent-Sint-Pieters om 10:23 naar #Eupen heeft een vertraging van 22 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Eupen #Gent #trein #iRail;"940862179040989184";vertraging AND trein;https://twitter.com/VerkeerGent/status/940862179040989184
karinfolkersma;2017-12-13 10:32;0;0;"Ik was vmo zelf een #sprinter om de aansluitende trein te halen #ns #vertraging";;Zwolle;;#sprinter #ns #vertraging;"940861943530819586";vertraging AND trein;https://twitter.com/karinfolkersma/status/940861943530819586
OlaBolletje;2017-12-13 10:23;0;0;"@NS_online dit kan echt niet. 1 kort treintje wanneer zoveel treinen uitvallen. En dan ook nog vertraging in de kou omdat een #goederentrein voorgaat. De #trein zat al stampvol in #Deurne dan moet het nog 4 stations af naar #Eindhoven . #sardientjesinblik";;;@NS_online;#goederentrein #trein #Deurne #Eindhoven #sardientjesinblik;"940859701364969472";vertraging AND trein;https://twitter.com/OlaBolletje/status/940859701364969472
icykles_;2017-12-13 10:17;0;0;"#nmbs een nieuwe morgen vol met goede moed naar het station.. zes minuutjes vertraging dat is al bijna normaal Te vroeg victorie gekraaid... beste reizigers de ic trein naar Brussel bestaat vandaag uit 5 rijtuigen ipv 10";;;;#nmbs;"940858215952277505";vertraging AND trein;https://twitter.com/icykles_/status/940858215952277505
samvoeten;2017-12-13 09:48;0;1;"Hé @nmbs . Mijn trein vertrekt voor derde dag op rij met vertraging (20'!). Op spoor 23 moet Hollander, Thalys en alles naar Brussel passeren. Fix dat eens aub! #dienstregeling";;Merksem, Antwerpen | Brussel;@nmbs;#dienstregeling;"940850874263527425";vertraging AND trein;https://twitter.com/samvoeten/status/940850874263527425
NS_online;2017-12-13 09:23;0;0;"Ik zie inderdaad dat er vanochtend een kleine vertraging was op dit traject. We doen natuurlijk ons best om dit soort situaties te voorkomen, helaas lukt dit niet altijd. Misschien kan je leerling de volgende keer een trein eerder nemen, dan vang je de vertraging 1/2";;Utrecht;;;"940844595562328065";vertraging AND trein;https://twitter.com/NS_online/status/940844595562328065
JoelKeppens;2017-12-13 09:09;0;0;"Wij krijgen opmerkingen dat trein vertraging heeft door schuld traag opstappen. Het is wel een ijspiste hè";;;;;"940841093062627328";vertraging AND trein;https://twitter.com/JoelKeppens/status/940841093062627328
tomwerkt;2017-12-13 09:07;0;0;"@NMBS trein merchtem naar brussel heeft 10 minuten vertraging ... mededeling van conducteur ' vertraging door op en afstappen van reizigers'. Misschien perrons ijsvrij maken?";;;@NMBS;;"940840614878466051";vertraging AND trein;https://twitter.com/tomwerkt/status/940840614878466051
NS_online;2017-12-13 09:00;0;0;"Ik heb even voor je gekeken en ik kan helaas de exacte reden niet achterhalen. Ik zie dat de trein van 08.22 uur wel rijdt, er is wel sprake van een kleine vertraging . ^WY";;Utrecht;;;"940838709561356290";vertraging AND trein;https://twitter.com/NS_online/status/940838709561356290
GunterDeRyck;2017-12-13 08:51;0;0;"Maandagavond: 45 min. vertraging /overvolle trein Dinsdagavond: 30 min. vertraging (om 18:00). Woensdagochtend: trein afgeschaft/grote vertraging -> overvolle trein en weer minstens 20 min. later @NMBS : dit kan toch beter? #verbeterdedienstregelingvanaf10dec #hetkananders #L35";;Limburg, Belgium;@NMBS;#verbeterdedienstregelingvanaf10dec #hetkananders #L35;"940836468389498886";vertraging AND trein;https://twitter.com/GunterDeRyck/status/940836468389498886
tinystarfields;2017-12-13 08:19;0;3;"ik droomde dus dat ik onderweg was naar ilse met de trein maar ik had vertraging en toen was ik boos op de NS";;The Netherlands;;;"940828460020387841";vertraging AND trein;https://twitter.com/tinystarfields/status/940828460020387841
BoonsNicole;2017-12-13 07:54;0;1;"De trein is nog niet vertrokken of hij heeft al vertraging . Welkom in België, waar 3 sneeuwvlokjes het land ontwrichten";;Antwerpen / Lommel;;;"940822212487139328";vertraging AND trein;https://twitter.com/BoonsNicole/status/940822212487139328
DBBenny;2017-12-13 07:48;2;1;"Eerste melding: “vertrokken met 11min vertraging wegens foutieve samenstelling trein “ geen winterbanden? Tweede melding: “onze trein wordt omgeleid via oude route. Bijkomend 10tal minuten vertraging ” scenische route? #p7901 #nmbs #pendelpret #geenzinmbs";;Gent / Wevelgem / Brussel;;#p7901 #nmbs #pendelpret #geenzinmbs;"940820632253751296";vertraging AND trein;https://twitter.com/DBBenny/status/940820632253751296
ElsVervecken;2017-12-13 06:28;0;0;"@NMBS Bijna 20 minuten vertraging door defect aan hopeloos verouderde trein . Wanneer worden deze roestbakken eindelijk vervangen? #3427";;;@NMBS;#3427;"940800678804578306";vertraging AND trein;https://twitter.com/ElsVervecken/status/940800678804578306
CorneliaHearts;2017-12-13 01:31;0;0;"@NS_online vuile streek hoor, de trein veranderen van de 23:41 naar de 0:11 om zo de geld terug bij vertraging te ontlopen en de 40min. vertraging magisch naar 10 min. om te toveren. Ik stond toch echt wel al 45+ minuten op Duivendrecht en wil me geld terug!! Verzoek is ingediend";;Nederland;@NS_online;;"940725772045705217";vertraging AND trein;https://twitter.com/CorneliaHearts/status/940725772045705217
EllenSandraK;2017-12-12 23:23;0;0;"@NS_online mijn zoon staat in Amersfoort. de trein naar Zwolle heeft vertraging . op de NS site staat dat hij nu de aansluiting naar Emmen niet kan halen, en daarmee ook niet de laatste bus naar huis. Hoe komt mijn zoon nu thuis ??";;;@NS_online;;"940693686178009095";vertraging AND trein;https://twitter.com/EllenSandraK/status/940693686178009095
T_Fitzright;2017-12-12 22:51;0;0;"De trein had vertraging en toen kwam ik te laat op een vergadering, en daarna moest ik voor een collega de lunch betalen omdat z'n pas niet werkte.";;Het hier ennui.;;;"940685444416790528";vertraging AND trein;https://twitter.com/T_Fitzright/status/940685444416790528
deluipaard;2017-12-12 22:48;0;2;"'Thalassa! Thallassa!' Dat roep ik altijd als de trein met veel vertraging aankomt en ik de deur uitren.";;Mechelen, Belgium;;;"940684874918318081";vertraging AND trein;https://twitter.com/deluipaard/status/940684874918318081
NS_online;2017-12-12 22:00;0;0;"Oef, dan wordt het inderdaad lastig. Ik hoop dat je snel verder de volgende trein kan pakken! Ben je er van op de hoogte dat je bij meer dan een half uur vertraging geld terug kan vragen? http:// bit.ly/2htBHx0 . ^CD";;Utrecht;;;"940672657263157248";vertraging AND trein;https://twitter.com/NS_online/status/940672657263157248
MartinevdBrink;2017-12-12 21:16;2;0;"Het is écht waar: Op zondag moet je in #Harderwijk de lijnbus reserveren... Trein vertraging en daardoor bus gemist? Tóch betalen voor de bus! #tegekvoorwoorden @syntusgelderlan";;Harderwijk;@syntusgelderlan;#Harderwijk #tegekvoorwoorden;"940661774508089346";vertraging AND trein;https://twitter.com/MartinevdBrink/status/940661774508089346
MarieketE;2017-12-12 20:55;0;0;"Ik kon de stoptrein pakken naar NOI maar denk dat anderen met verdere bestemmingen langer hebben moeten wachten want de trein van 18.45 had om 18.30 al minstens 5 min vertraging op het bord staan";;Den Haag, NL;;;"940656257211432961";vertraging AND trein;https://twitter.com/MarieketE/status/940656257211432961
3DaysOfSkillet;2017-12-12 20:43;0;0;"Het openbaar vervoer is helemaal kut vandaag. Elke trein had wel vertraging waardoor ik elke overstap heb gemist, thanks";;Someone, Somewhere;;;"940653377817595909";vertraging AND trein;https://twitter.com/3DaysOfSkillet/status/940653377817595909
MarieketE;2017-12-12 20:42;0;0;"Ik stond te wachten op de trein op het reguliere perron, stond zonder vertraging op het bord en in de app, vervolgens reed de trein door en veranderde het bord naar de volgende trein van 18.45";;Den Haag, NL;;;"940653189489184769";vertraging AND trein;https://twitter.com/MarieketE/status/940653189489184769
MoanavIJsseldij;2017-12-12 20:25;0;1;"Zes provincies doorkruisen met de trein op een dag, zonder vertraging en met de sneeuw geen straf #treinleven pic.twitter.com/5BasDTbJ1d";;Nijmegen, Nederland;;#treinleven;"940648699654483968";vertraging AND trein;https://twitter.com/MoanavIJsseldij/status/940648699654483968
NS_online;2017-12-12 20:21;0;0;"Voor je reis kan je gewoon hier: http:// bit.ly/2htBHx0 geld terug bij vertraging aanvragen. Het maakt niet uit als je met een andere trein vervoerder hebt gereisd. ^JP";;Utrecht;;;"940647831366438912";vertraging AND trein;https://twitter.com/NS_online/status/940647831366438912
timyvesmieke;2017-12-12 20:09;0;0;"Zit voor het eerst sinds lang nog eens op een spitsuurtrein. 45 minuten vertraging en ontelbaar veel varianten van “hallo ja slechte verbinding k zit op den trein ” heb k niet gemist.";;Brussel;;;"940644881067925505";vertraging AND trein;https://twitter.com/timyvesmieke/status/940644881067925505
dEX2018;2017-12-12 19:53;0;0;"@NMBS Bende amateurs! Ik wacht op trein van 18u37 naar A’pen. Geen enkele vertraging aangekondigd tot ... 18u42: trein geannuleerd en dat kunnen jullie niet vroeger aankondigen?!?";;Antwerp, Belgium;@NMBS;;"940640689418915841";vertraging AND trein;https://twitter.com/dEX2018/status/940640689418915841
johnvdhooven;2017-12-12 19:41;0;0;"Geen beste kennismaking met @KeolisNED in Hengelo. Eerst rijdt de aansluiting voor zeker 10 mensen hun neus weg, en dan laten ze volgende trein (18:39) uitvallen. Resultaat is 30 minuten vertraging .";;Arnhem (work), Twente (home);@KeolisNED;;"940637775287734272";vertraging AND trein;https://twitter.com/johnvdhooven/status/940637775287734272
AKampl;2017-12-12 19:32;0;0;"@Nmbs @SophieDutordoir Maandagmorgen: alles ok: trein Essen-Brussel Noord stipt op tijd bij vertrek en aankomst. Maandagavond: 30’ vertraging terugreis. Vanochtend: half uur vertraging tractieproblemen Mechelen. Vanavond: trein Charleroi-Essen afgeschaft. 25%=dikke onvoldoende";;;@Nmbs @SophieDutordoir;;"940635375290273794";vertraging AND trein;https://twitter.com/AKampl/status/940635375290273794
LaurienCelis;2017-12-12 19:23;0;2;"1u vertraging , maar dikke chapeau voor de conducteur v @NMBS !! Goede, duidelijke uitleg én iedereen op de overvolle trein nog laten lachen ook merci!";;België;@NMBS;;"940633121518649344";vertraging AND trein;https://twitter.com/LaurienCelis/status/940633121518649344
WelmoedBV;2017-12-12 19:15;0;2;"Wachtend op de trein #station #amersfoort #vertraging #sneeuw #ns #warmechocomel pic.twitter.com/rFYyDTvtmk";;NL;;#station #amersfoort #vertraging #sneeuw #ns #warmechocomel;"940631281775403013";vertraging AND trein;https://twitter.com/WelmoedBV/status/940631281775403013
icykles_;2017-12-12 19:03;0;0;"#NMBS veel verbetering ten opzichte van vorige week hebben we dus niet.. trein 1 afgeschaft, trein 2 overvol en jawel trein 3 17 minuten vertraging en als kers op de taart een spoorwijziging ene minuut voor vertrek..";;;;#NMBS;"940628117680480262";vertraging AND trein;https://twitter.com/icykles_/status/940628117680480262
SvenVisser;2017-12-12 19:00;0;0;"@NS_online al 10 minuten vertraging omdat er geen conducteur is! Trein 17:49 Alkmaar - Haarlem.";;Alkmaar;@NS_online;;"940627331307188225";vertraging AND trein;https://twitter.com/SvenVisser/status/940627331307188225
Gert_van_Dijk;2017-12-12 18:58;0;0;"Dank. Ik zit inmiddels al in de trein vanaf Schiphol. Die had toen al een half uur vertraging en rijdt nu stapvoets. Wat een drama.";;Utrecht, the Netherlands;;;"940626824673087489";vertraging AND trein;https://twitter.com/Gert_van_Dijk/status/940626824673087489
jurro1981;2017-12-12 18:34;0;1;"En niemand die op het perron staat en denkt.. WTF ik bel politie.. nee mensen zeiken wel als die gast verongelukt en de trein vertraging heeft";;Almere, Nederland;;;"940620953050079238";vertraging AND trein;https://twitter.com/jurro1981/status/940620953050079238
MStallaerts;2017-12-12 18:26;0;1;"Nice op zelfde "te late" trein dacht al dat ze zou zeggen : wegens weersomstandigheden hebben wij vertraging ... maar enfin ze wou verwittigen voor gladde perrons. Geen geld meer voor zout en ruimere.";;Aalst;;;"940618909702639616";vertraging AND trein;https://twitter.com/MStallaerts/status/940618909702639616
NMBS;2017-12-12 18:16;0;0;"Als je trein via de voorziene route zou rijden, zou de vertraging minstens even veel zijn, Tycho. :-( ^tl";;Brussel;;;"940616418025861120";vertraging AND trein;https://twitter.com/NMBS/status/940616418025861120
Agent_Furb;2017-12-12 18:16;0;0;"Mijn 3de trein heeft een uur vertraging .";;The Netherlands;;;"940616264883621888";vertraging AND trein;https://twitter.com/Agent_Furb/status/940616264883621888
NS_online;2017-12-12 18:14;0;0;"Ja zeker. Deze trein heeft echter wel 3 minuten vertraging . Ik ga er vanuit dat je op dit moment aan het instappen bent. Ik wens je een fijne reis toe :) ^GT";;Utrecht;;;"940615834472538113";vertraging AND trein;https://twitter.com/NS_online/status/940615834472538113
NS_online;2017-12-12 18:08;0;0;"Er is een wisselstoring bij Amsterdam gaande waardoor veel treinen vertraging hebben of zoals in dit geval een trein uitvalt. Sorry voor het ongemak! Loop je nu veel vertraging op? ^LK";;Utrecht;;;"940614394484051968";vertraging AND trein;https://twitter.com/NS_online/status/940614394484051968
pjongbloed;2017-12-12 17:58;0;1;"Vertraging kan. Trein uitval ook. Een overvolle trein ook. Wat niet meer kan is 0,0 communicatie #ns #stenentijdperk";;;;#ns #stenentijdperk;"940611770397396992";vertraging AND trein;https://twitter.com/pjongbloed/status/940611770397396992
daiflaura;2017-12-12 17:24;1;0;"wij doen zoooo ons best om op tijd op school te geraken voor et examen na 15min vertraging me die trein . we komen toe en de leerkracht zegt 'we beginnen later me ons examen omdat er veel te laat zijn'";;Bissegem ;;;"940603329801007104";vertraging AND trein;https://twitter.com/daiflaura/status/940603329801007104
j_salij;2017-12-12 16:50;0;0;"Aangekomen? Ja. Al? Nee, dat zou ik niet zeggen met 20 min vertraging . Het zou fijn zijn dat wanneer het weer eens allemaal fout gaat de reizigers met voldoende informatie voorzien worden zodat mensen ook en idee hebben waarom de trein weer eens niet de dienstregeling volgt.";;;;;"940594670161354753";vertraging AND trein;https://twitter.com/j_salij/status/940594670161354753
julievdl_;2017-12-12 16:42;0;0;"Een voordeel is wel dat wanneer alle treinen vertraging hebben ik m'n overstap wel gewoon haal #trein #ns #fijn";;Voorschoten;;#trein #ns #fijn;"940592815679197184";vertraging AND trein;https://twitter.com/julievdl_/status/940592815679197184
KeolisNED;2017-12-12 16:39;0;1;"Dag Ruben! Mijn excuses, het was erg hectisch en druk gister. Trein werd uit omloop gehaald ivm vertraging heb ik begrepen.";;;;;"940591942425042944";vertraging AND trein;https://twitter.com/KeolisNED/status/940591942425042944
NMBS;2017-12-12 16:16;0;1;"Hallo Jona, dat klopt. Door de grote vertraging zal de trein vanaf Denderleeuw rechtstreeks naar Gent rijden. ^tl";;Brussel;;;"940586279355453440";vertraging AND trein;https://twitter.com/NMBS/status/940586279355453440
PaulClmns;2017-12-12 15:10;0;0;"Bijna elke (in de spits) trein tussen Antwerpen en Nijvel heeft vertraging (zowel voor als na de nieuwe regeling) #niksVeranderd pic.twitter.com/Yf87x4GjwZ";;België;;#niksVeranderd;"940569485278433280";vertraging AND trein;https://twitter.com/PaulClmns/status/940569485278433280
VerkeerGent;2017-12-12 15:02;0;0;"De trein van: Gent-Sint-Pieters om 14:38 naar #Oostende heeft een vertraging van 29 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Oostende #Gent #trein #iRail;"940567623674232832";vertraging AND trein;https://twitter.com/VerkeerGent/status/940567623674232832
VerkeerGent;2017-12-12 14:47;0;0;"De trein van: Gent-Sint-Pieters om 14:38 naar #Oostende heeft een vertraging van 28 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Oostende #Gent #trein #iRail;"940563846917513217";vertraging AND trein;https://twitter.com/VerkeerGent/status/940563846917513217
NS_online;2017-12-12 14:47;0;0;"Begrijpelijk. Als er bij een rit staat aangegeven dat er een storing is, hoort de trein wel te rijden, maar moet je wel rekening houden met vertraging of een langere reistijd. Als de rit helemaal weggeblokt is (lichtgrijze weergave), rijdt hij logischerwijs niet. ^MB";;Utrecht;;;"940563809760169984";vertraging AND trein;https://twitter.com/NS_online/status/940563809760169984
VerkeerGent;2017-12-12 14:32;0;0;"De trein van: Gent-Sint-Pieters om 14:38 naar #Oostende heeft een vertraging van 21 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Oostende #Gent #trein #iRail;"940560070303277062";vertraging AND trein;https://twitter.com/VerkeerGent/status/940560070303277062
BramPlaysMT;2017-12-12 13:07;0;1;"Ja ik had ook 25 min. Vertraging met trein";;Ergens in een huis op de aarde;;;"940538638483492864";vertraging AND trein;https://twitter.com/BramPlaysMT/status/940538638483492864
sneeuwuilMarc;2017-12-12 12:36;0;0;"So far so good. Hoop sneeuw bij het spoor. 15 min vertraging ongeveer. Trein is aardig in beweging ook. Hobbel de hobbel Maar we rijden in ieder geval #treinleven pic.twitter.com/d7fbOEseaj";;;;#treinleven;"940530839582134273";vertraging AND trein;https://twitter.com/sneeuwuilMarc/status/940530839582134273
xTessaatje;2017-12-12 11:41;0;0;"@Arriva_NL rijdt de trein Dalfsen-Zwolle van 11.30 wel optijd of wordt daar ook vertraging verwacht";;;@Arriva_NL;;"940516870016389120";vertraging AND trein;https://twitter.com/xTessaatje/status/940516870016389120
josephinawetzel;2017-12-12 11:36;0;0;"@volletreinen Vandaag voor de zoveelste keer bij Arriva tjokvolle trein en natuurlijk vertraging en niet doorrijden naar Randwijck";;;@volletreinen;;"940515722865889280";vertraging AND trein;https://twitter.com/josephinawetzel/status/940515722865889280
josephinawetzel;2017-12-12 11:34;0;0;"Gaat de ellende weer 3 maande duren? Vandaag weer geen trein naar Randwijck. In 1 jaar Arriva meer vertraging en kapootte trein dan in al die jaren met Veolia!!";;;;;"940515237761085442";vertraging AND trein;https://twitter.com/josephinawetzel/status/940515237761085442
PMouthaan;2017-12-12 11:31;0;1;"Mijn geloof in de #nmbs is weer bevestigd #aarschot trein afgeschaft, dan maar over #leuven , vertraging bij inrijden, vertraging bij uitrijden ... #NogOnderweg";;;;#nmbs #aarschot #leuven #NogOnderweg;"940514532455305216";vertraging AND trein;https://twitter.com/PMouthaan/status/940514532455305216
norbert1972;2017-12-12 11:08;0;0;"Succes. Trein van Hoorn naar Heerlen reed vanochtend wel, als stoptrein, bommetje vol en half uur vertraging";;Hoorn of Hilversum;;;"940508599666860032";vertraging AND trein;https://twitter.com/norbert1972/status/940508599666860032
NS_online;2017-12-12 11:04;0;0;"de reis, de trein vertrekt dan ook z.s.m. zodat er zo weinig mogelijk vertraging is. Het is dus een indicatie in plaats van definitieve vertraging . Probeer de volgende keer toch van de originele vertrektijd uit te gaan. Succes! ^CG 2/2";;Utrecht;;;"940507665297485824";vertraging AND trein;https://twitter.com/NS_online/status/940507665297485824
NS_online;2017-12-12 11:04;0;0;"Ik kan me voorstellen dat dit vervelend is Irene. Wanneer we merken dat een trein waarschijnlijk later binnen komt rijden dan gepland geven we deze vertraging ook door voor de volgende rit van de trein . Het kan gebeuren dat de vertraging minder wordt gedurende 1/2";;Utrecht;;;"940507657177321474";vertraging AND trein;https://twitter.com/NS_online/status/940507657177321474
RoelfsemaSander;2017-12-12 10:58;0;0;"@Arriva_NL Heeft de trein van 8:21 van Veendam naar Groningen 20 minuten vertraging gehad?";;Groningen, Nederland;@Arriva_NL;;"940506058522578945";vertraging AND trein;https://twitter.com/RoelfsemaSander/status/940506058522578945
NS_online;2017-12-12 10:39;0;0;"Nee, ineens bleek de trein de beoogde vertrektijd niet te halen. ;) Als de vertraging te groot wordt, komt de trein te vervallen om geen sneeuwbaleffect te creëren voor de treinen die erachter zitten. We doen ons best alles z.s.m. op de rit te krijgen! ^ND";;Utrecht;;;"940501444700135425";vertraging AND trein;https://twitter.com/NS_online/status/940501444700135425
norbert1972;2017-12-12 10:31;0;0;"Trein van Hoorn naar Heerlen rijdt wel, maar die is te kort en stopt bij elk station. Plus half uur vertraging . Grrr @NS_online #sneeuw #treinleed pic.twitter.com/A0YBpfmHMz";;Hoorn of Hilversum;@NS_online;#sneeuw #treinleed;"940499299447734272";vertraging AND trein;https://twitter.com/norbert1972/status/940499299447734272
Milkakoei;2017-12-12 10:13;0;1;"NS logica: we hebben zoveel vertraging dat we niet meer verder rijden, dus stap maar over naar de andere enige trein naar Roosendaal die over een uur pas weer gaat";;;;;"940494808828739584";vertraging AND trein;https://twitter.com/Milkakoei/status/940494808828739584
StefandeKoning1;2017-12-12 10:10;0;8;"Goed nieuws is geen nieuws, maar mijn trein is zonder vertraging over een van de drukste stukken spoor ter wereld gegaan. Hoera @NS_online ! pic.twitter.com/RQLDTqxoyn";;Rotterdam;@NS_online;;"940493953211797504";vertraging AND trein;https://twitter.com/StefandeKoning1/status/940493953211797504
Duerinck;2017-12-12 10:07;0;0;"@NS_online jammer dat er geen in en uitcheckpoortjes in station Utrecht zelf zijn. Door vertraging is trein van 8.48 na 9.00 vertrokken, had ik met korting kunnen reizen ...";;Utrecht, Breskens, wannabee020;@NS_online;;"940493334610661377";vertraging AND trein;https://twitter.com/Duerinck/status/940493334610661377
bborsje;2017-12-12 09:52;0;0;"Lol zit je trein delen ze in trein mee dat ze 12 minuten stil blijven staan op perron Den Haag Ypenburg. Zo loopt de vertraging wel op.";;Den Haag, Netherlands;;;"940489641354039296";vertraging AND trein;https://twitter.com/bborsje/status/940489641354039296
chanty_himpe;2017-12-12 09:49;0;25;"Bus vertraging -> trein gemist -> examen les gemist -> gebuisd -> kga in de gote belanden";;;;;"940488881601961984";vertraging AND trein;https://twitter.com/chanty_himpe/status/940488881601961984
VerkeerGent;2017-12-12 09:32;0;0;"De trein van: Gent-Sint-Pieters om 08:46 naar #Schaarbeek /Schaerbeek heeft een vertraging van 55 minuten #Gent #trein - bron: #iRail";;Ghent, Belgium;;#Schaarbeek #Gent #trein #iRail;"940484544410644480";vertraging AND trein;https://twitter.com/VerkeerGent/status/940484544410644480
GDeBrabanter;2017-12-12 09:31;0;0;"Is er voor vandaag ook een attest want mijn bus had vertraging waardoor on mijn trein heb gemist.";;;;;"940484351829184512";vertraging AND trein;https://twitter.com/GDeBrabanter/status/940484351829184512
SylKuijpers;2017-12-12 09:31;0;0;"Kunnen jullie nog wel erkennen dat de trein van 7:35 niet heeft gereden? Ik heb nu 30 minuten vertraging en wil wel mijn geld terug.";;;;;"940484185055268864";vertraging AND trein;https://twitter.com/SylKuijpers/status/940484185055268864
IMVolaart;2017-12-12 09:29;0;0;"Dat je door wat glijpartijen op een halve minuut je trein mist en de volgende trein wel 10 minuten vertraging heeft... #gelukkighebbenwekoffie";;;;#gelukkighebbenwekoffie;"940483853721927680";vertraging AND trein;https://twitter.com/IMVolaart/status/940483853721927680
EtienneLooije;2017-12-12 09:27;0;1;"Aangezien mijn trein (helaas weer) vertraging heeft heb ik ook voor jullie deze mooie morgen een watkanjewel.nl gedaan. Je vingers tellen is iig wel handig @NS_online !! pic.twitter.com/b8ZTjX5cLP";;Amsterdam, Nederland;@NS_online;;"940483277265297408";vertraging AND trein;https://twitter.com/EtienneLooije/status/940483277265297408
NS_online;2017-12-12 09:27;0;0;"Als de rit er tussen staat dan rijdt de trein wel. Door de storing is er wel kans op vertraging ; houdt hier dan ook rekening mee. ^ND";;Utrecht;;;"940483131840266240";vertraging AND trein;https://twitter.com/NS_online/status/940483131840266240
Tomski9;2017-12-12 09:18;0;0;"@NMBS gaat de 7:57 naar Antwerpen in Brussel zuid vanaf nu elke dag vertrekken met 10 min vertraging ? Gisteren ook al. Voor een trein die van het rangeerstation komt en bxl midi als eerste halte heeft kan dat wel tellen. Ik stel voor om hem vanaf nu als 8:07 te afficheren.";;Haaltert, Belgium;@NMBS;;"940480839825141760";vertraging AND trein;https://twitter.com/Tomski9/status/940480839825141760
